etag,videoId,publishedAt,channelId,title,description,channelTitle,publishTime
eP6TvWk20L-8ugiMKaZiJaTMTiA,SOUmYzDM1zc,2017-08-01T23:54:39Z,UC1BWQXFByfnjFnzdcB7uAfg,MaxRiven &amp; David Guetta - Rhythm Is A Dancer (Official Video Music),MaxRiven & David Guetta - Rhythm Is A Dancer (OUT NOW) (Official Video Music) In Ultra Music Festival 2017 !!! ------NEW SONGS------ Nicole Scherzinger ...,Fox Music Channel,2017-08-01T23:54:39Z
wdXB6wJV6aH7GgpYvAOHviyexhM,Qf4aoI8QMeo,2013-10-30T16:21:46Z,UCH9mqUFMaQENw-Z1TEEJKHA,Hardwell ft. Mitch Crown - Call Me A Spaceman (Official Video),Download on iTunes:http://bit.ly/CallMeASpaceman Subscribe UltraTunes:http://www.youtube.com/user/ultratunesedm ...,UltraTunes EDM,2013-10-30T16:21:46Z
mgoBkK_Vzc1JJogJ_BUjPXx3XZg,i5X681boUMs,2020-03-20T22:34:30Z,UCAfeb2Y74pGKLkJrNXH7z1w,"S-BEATS MUSIC, BLAZZE BEATZ - Act a Fool (Official video) Viper x Demon",Act a fool - S-BEATS MUSIC and BLAZZE BEATZ (Remix) Stream/Download https://ditto.fm/act-a-fool-remix Follow S-BEATS MUSIC Online ...,S-BEATS MUSIC,2020-03-20T22:34:30Z
FCRHWIyMaDJRnSWf3eITNKzQzN4,iZjMlq4pu2g,2016-10-24T01:49:42Z,UCBI8eYKScRlWqYzJWcnGh0w,Generik - Be There feat. A*M*E (Official Video),2016 Onelove Recordings Australia P/L Generik Be There feat. A*M*E More info: Contact: Antonio Celestino ant@onelove.com.au http://facebook.com/onelove ...,Onelove,2016-10-24T01:49:42Z
TOqb789EFj5snRl3szS1SV6JQuw,g_UpV9a4dnk,2017-11-04T18:50:00Z,UC07OiRfrsa9E4575WYxqYeQ,Alex Nagornyuk - A Space Flight (Official video),"В очередной раз здравствуйте! Вот и мой новый трек, если он вам понравился поставьте лайк и подпишитесь на канал чтобы не пропустить новые ...",Alex Nagornyuk,2017-11-04T18:50:00Z
EreUGVDfa1IKqYoumXNqodG6Dok,_vFwE9ldKBU,2017-10-11T00:46:31Z,UC8l9frL61Yl5KFOl87nIm2w,Korr-A - &quot;Cali Love&quot; Nabrok Records - Official Music Video,Free! Uncensored! Triggered! TranqTV.com! *** iTunes: https://itunes.apple.com/us/album/cali-love-single/id1132976444 Amazon: ...,BlankTV,2017-10-11T00:46:31Z
fyYfmRC-4OtjNnjgDw1qIM-3Zrg,pGIqfucgmfA,2014-11-20T16:04:06Z,UC7e3sjAWgZhPf2LWb387Veg,Damon Paul Feat. Simone Mangiapane - Rhythm Is A Dancer (Official Video),Damon Paul Feat. Simone Mangiapane - Rhythm Is A Dancer (Official Video) Label: The Saifam Group Srl/Bit Records Damon Paul e' un produttore tedesco di ...,Saifam Music,2014-11-20T16:04:06Z
TEiPfZNxhfFQosgYDA2IBvXIwSE,7lm4t3kW_Qg,2020-01-30T15:36:05Z,UCSQz1fFrIssF_EhMlr-1-pw,Hoyd - Skank In A Rave (Official Music Video),#ZeroCool #hoyd #skankinarave #house #dance #edm #newmusic.,Zero Cool,2020-01-30T15:36:05Z
5gTqS4u3e_n315FsorYRIL9Vz4w,FnJIb4A-DuY,2013-02-22T10:55:26Z,UC8T81Q-rEobLa-YuQKj8L1A,Duke Dumont feat. A*M*E - Need U (100%) (Official Video),"Stream the track in Ibiza Anthems: mosuk.lnk.to/ibizaanthems This is the official video for Duke Dumont feat. A*M*E 'Need U (100%)' on Ministry of Sound TV, ...",Ministry of Sound,2013-02-22T10:55:26Z
9NsNEiJ_ox6VEZS3OL-Fu6Dq7iA,i7FYygN22BM,2020-06-25T20:55:43Z,UC30b26zPjhgUDRNC6i5ZJdA,A Boogie Wit Da Hoodie - CLUB MIX [Official Music Video,"Kanalıma Abone Olup , Bildirimleri Açmayı Unutmayın Subscribe to My Channel and Don't Forget to Open Notifications ...",8D REMIXS,2020-06-25T20:55:43Z
5iQPVd9UzoSlpIw-7VhJ7GoTzC8,5X-DefRcEhM,2012-04-17T19:54:41Z,UCM4KEaRrQgX2GoyUJTHl3zQ,PlayTheVerb &amp; Dj Tomas A (One Team)(official video),video clip.,djtomasa,2012-04-17T19:54:41Z
Z-ZqjO_G48DYQE254SjMpE-SrsY,Un6gwwSA9No,2021-02-21T04:06:06Z,UCykVixoH7gpndX6ppeCnNuA,Mr_Traficante - Like a Banka (Official Video),--- Track: Mr_Traficante - Like a Banka Music provided by Beast Trap Watch: https://youtu.be/-z6BATModv0 Free Download/Stream: ...,The Ghost - No Copyright Music,2021-02-21T04:06:06Z
AsTgX-xlfOoIpM0hrtOfgklfncE,Wns2vKT9RsM,2021-05-06T08:18:51Z,UCpf2q4DDzRrjr_fR6FEvdoQ,A New Start (official music video),thanks for watching! I don't really have anything to say...but it will be great if you consider subscribing! #future bass.,Dynamix,2021-05-06T08:18:51Z
vKM_wkz4UQCpiN1edJYYCWPwfD8,PYRtZLlg7_0,2020-07-08T07:58:06Z,UCcWtkDdbBY9KAwf2nXw3tBw,Human Without A Name - Hello World (Official Music Video),For me the past and the future are not as important as the present moment itself. Eckhart Tolle's book “The Power Of Now” is life-changing for me and inspired ...,Human Without A Name,2020-07-08T07:58:06Z
kCIGB46Gl5iHA2lvDqL-cedy9Xs,mFH0FAAkSI0,2020-10-12T08:14:38Z,UCYxJITw--PWgau3k07AcuPw,Adam - we need a beat (Official Video),I have a dream to be an electronic dance music producer and I was practicing it and working on it but life gets me away from this. then I started my career in ...,Adam,2020-10-12T08:14:38Z
_zsg6U_OiwZyIGwCc4VlU9V8-Xo,89eQOCbLtpA,2013-09-18T12:35:06Z,UCJKeAEQKr1gsnytXqtjbzjA,Tell Me a Fairytale - My Heart Is Open Wide (Official Music Video),Contact us: - tellmeafairytaleworld@gmail.com Enjoy! :),tmfmusic,2013-09-18T12:35:06Z
-M_q6YDT4Sx1pGPoNq2i-jpyzGI,RhTqEQ-GLSA,2019-02-25T08:24:13Z,UC58bXsj9y1hm4giXvnEeEXQ,《Jamaster A -Bang It Out (Official Video)》Spotify &amp; iTunes / Beatport Out Now!,《Jamaster A -Bang It Out》Official Spotify Playlist No.2 & iTunes & Beatport Out Now! New Bass House single released on「Anthems Records」! Check out your ...,Jamaster A,2019-02-25T08:24:13Z
xYAhxJFv0xzoUV-38FzpKNasUGE,FB-TMKHGa9o,2017-09-10T09:19:18Z,UCfUd-7_uBPR_fasn0q72GUg,Sl4tch feat. Doris Stadler - In a Game (Official Video),"Buy/Download: https://stardome.lnk.to/inagame © & ℗ Stardome Recordings, a division of Stardome United! All rights reserved. Downloading, re-uploading ...",Sl4tch,2017-09-10T09:19:18Z
V4nrILHL_TEfomIhXJtRNa8LV_Y,bsDna3fIr9Y,2020-06-26T18:07:29Z,UC3nVDwr9yvBOk5xSLHX5g2g,Girl&#39;s a Junglist Official Video,LOVE SICK's newest release INSTGRAM http://www.instagram.com/lovesick_dnb SPOTIFY ...,LOVE SICK,2020-06-26T18:07:29Z
HO8M1Nig0mqTl3mOj4NDNfM07dQ,uRZNtchcqUo,2020-09-18T04:15:04Z,UCx8qUCjrD4e5owWY7_u24qw,NTACT - Every Change Is A Chance (Official Video) [4K],NTACT - Every Change Is A Chance ♫ » STREAM / BUY IT: https://lnk.site/every-change-is-a-chance « Interpret: NTACT Titel: Every Change Is A Chance Genre: ...,NTACT,2020-09-18T04:15:04Z
sQcCM8M4AC5kJMVC_otYuMi443s,scjOaOqbHq0,2020-09-14T14:00:12Z,UCH145NFrCXJQVZaM-iPG9gg,Bobby Babovic - Find A Place (Official Music Video),New music every 4 weeks! Follow Bobby Babovic: Spotify: https://open.spotify.com/artist/4e3yL4Wi3AkljvZSeu9Hnh Apple Music: ...,Bobby Babovic,2020-09-14T14:00:12Z
gytoMsmaHUUWXTP9_9eEM6BNQqs,Hqgv48HmQx4,2015-05-18T13:59:54Z,UCaUpvFAQ-pY9m_tBgHUWpmw,Eme-A Project &amp; Ghost Toasters - Wicked Anthem (Official Music Video),Eme-A Project and Ghost Toasters proudly present the official video for Wicked Anthem. Download Wicked Anthem en Free Download: ...,Easy Game,2015-05-18T13:59:54Z
NiBF9PkOyfbFwGrRNc0asF5QifI,zKGnR7f4sXs,2021-02-19T06:14:34Z,UCpRyWdEV35xspmH9DtcwXLg,Alan Walker X Salem Ilese - Fake A Smile Remix (Official Music Video),AlanWalker #SalemIlese #FakeASmileRemix #FakeASmile #OfficialMusicVídeo #JackBenjaminRemix.,Walker Style Music Free,2021-02-19T06:14:34Z
rpf3ka_Te8AnZS2j51HN3ZTcP2o,e7qEg7dzaQ4,2021-02-05T05:00:08Z,UCooOTKKR7P2DCzgrAnLfvkA,Moon Landscape - I&#39;m A Man Now (Official Video) [EPILEPSY WARNING],"Lyrics: Sunday morning never comes, the truth will always stay a hum. I wasted all my time today on a job that I don't want anyway. Same things happen every ...",SoundMojo,2021-02-05T05:00:08Z
grQsSYszrQmsemJA4xJVeXyOM1Q,KsnE_AN3q7w,2018-11-02T08:58:16Z,UC1HWXv1JSrbTn40lME-sQnw,DJ F.R.A.N.K Feat. Nynde - A Thousand Miles (Official Music Video) (HD) (HQ),"DJ F.R.A.N.K is back! After his worldwide hits with Summerjam 2013 and Discotex! (Yah), DJ F.R.A.N.K Feat. Nynde - A Thousand Miles (Official Music Video) ...",BIP Records,2018-11-02T08:58:16Z
LS8ycJlYyUm5ERg4pbpXce0GQ74,AYuqYCpeXiU,2020-09-06T09:01:42Z,UCNKyEQqRjnbRPgcJGdJPTfw,Time Trance - A Future Bass Song // OFFICIAL MUSIC VIDEO,"This is my first future bass song. I think it is the best song I have made and uploaded yet. If you injoyed, please consider liking the video and subscribing for more ...",Fusion - Music,2020-09-06T09:01:42Z
A3jLy_kHttFPKUxTlqJ8XPBdos8,jSu2kE5Wz24,2018-08-22T15:13:45Z,UC4rasfm9J-X4jNl9SvXp8xA,Benny Benassi &amp; SOFI TUKKER - Everybody Needs A Kiss (Official Video) [Ultra Music],Benny Benassi & SOFI TUKKER - Everybody Needs A Kiss Benny Benassi & SOFI TUKKER - Everybody Needs A Kiss by Ultra Music https://ffm.to/ebnak The ...,Ultra Music,2018-08-22T15:13:45Z
XPCZ46zT0UxUHWqkOiJTZyaGitg,GZW-bRes-GI,2020-12-15T11:43:51Z,UCTnwS-k5gO3quyoPAtlYvTg,DevilClaw- A Ghost (Official Music Video) (Horror),DevilClaw- A Ghost (Official Music Video) (Horror) Song Download Link:-https://mp3offline.org/GZW-bRes-GI Connect With Me: ...,Devil claw,2020-12-15T11:43:51Z
jnmnLHzaLp4i6A6nnCs9CLcr4KI,KsBo0R9AvV8,2021-05-25T01:45:16Z,UCc4tP3aAnpDBrPc1oaCyblg,VIET NAM A (HTROL) | (Official Music Video) | Nhạc EDM Tiktok Miễn Phí Bản Quyền Gây Nghiện Hot 2021,VIET NAM A (HTROL) | (Official Music Video) | Nhạc EDM Tiktok Miễn Phí Bản Quyền Gây Nghiện Hot 2021. Like subscribe ủng hộ kênh mình nhé ❤️,ST MUSIC ツ,2021-05-25T01:45:16Z
4Z1H6bbBdW5Ll1RS_-DBH95hOgM,U53sbqW9J_o,2013-02-13T19:26:57Z,UCAD2WNOQ8qGgw83djeZWKIQ,Lethal MG feat. Suzy - On A Star (Official Video),"Official HD videoclip of ""Lethal MG - On A Star"" Releasedate: TBA (2013) Label: Zoo Records Lyrics: I am flying on a star. Through the night I came this far.",Lethal MG,2013-02-13T19:26:57Z
eincpyLlwJfEnTHv7VkhdqLUmmY,tLNY5Ew2jhI,2018-12-05T10:55:13Z,UCAO5m3qo3r28YHlb_JWvjzA,LIKE A THIS - Prod. DJ ZANKY  (official video),Producer: DJ ZANKY videoMaker: Francesco Cece Link Spotify: https://open.spotify.com/artist/1eiKTLs8wdIka9j82YbSns?si=a_CeY0XqSxGX9kOWd5OOXQ ...,DJ ZANKY,2018-12-05T10:55:13Z
auReMbQyuHA14a0jI3EiyHlloAg,WMj-RkXPMHM,2016-02-05T13:20:53Z,UCBTPz4igkvSErAV0kPuR1LA,ONCE UPON A TIME (Official video clip - EDM 2017),You can listen it on SoundCloud too: https://soundcloud.com/gustavo-emanue... Buy it on iTunes: ...,TheGamesnewsBR,2016-02-05T13:20:53Z
TFcIwB20WluQ5u0C6NfVSd9iq6Y,uw4dAHRQbkY,2020-12-08T11:00:17Z,UCt8hUmML7zjM6effdZ3Ip5A,Yeyo ft. GranKhan - A 150 (Official Video) | Wolf Clan,Yeyo ft. GranKhan - A 150 - Official Hard Dance video on WOLF CLAN https://WolfClan.lnk.to/A150YL ◉ Subscribe to the channel: ...,Dirty Workz,2020-12-08T11:00:17Z
r3bA54douDE-NSGQD57G39ajBOM,B1npn5OQohc,2019-09-04T13:13:20Z,UC0qLBL1Dw4bmnB8Ll0ksxDA,"Xtelar, Drela - Vamos todos a cantar (Official Video)","xtelar #drela #vamotodosacantar Xtelar & Drela performing ""Vamos todos a cantar"" (Official Video). ©2019 Black Market Records, ℗2019 Black October Music ...",XtelarVEVO,2019-09-04T13:13:20Z
KZDJhv5UNKNIzc6u6e3qNfvZKzQ,cCSuo0i8gBo,2017-06-22T14:24:40Z,UCjtfS7xIyQ1KUnjTYecSTGQ,Avicii - Wake Me Up (Factory-A Remix) (Official Video),This is our first track and we are very happy with this remix because we have benn working hard on it and we love it. A great original song and a great remix!,Factory-A,2017-06-22T14:24:40Z
w1KVOGwFPgDmE6cqOYo1LjneY-E,fyj0tto5At0,2021-05-16T11:00:12Z,UC3bm6zZ5aj4Zlkg2EcLtodw,🎵RAVECLAW - A Journey (Persistence EP 2/5) (Official Video)🎵#futurebass #futurebass2021,"Hey fam, ""A Journey"" is out now on YouTube and soon will be available in all your favourite music platforms   ❤️️Hope you like and share this new track with ...",EDM Life Records,2021-05-16T11:00:12Z
dZR_AAJ0gmKsXI0Q2kK-kVLMFOo,g-_sC9crWe4,2018-03-24T15:11:36Z,UCM4SkC33JN3-mF8ABIlJPeA,/\/\İNDOVVS-Make A Move(Official Video),İNDOVVS-Make A Move(Official Video) ''EDM'' Tarzı olarak sizler için yayında Bana İnstagram adreslerimizden ulaşabilirsiniz: İnstagram @berkantaciyiyen6 ...,Mindows,2018-03-24T15:11:36Z
0gg0Eo2ELhBDA3DjU3fr2GLiPXM,6AM3Wj8yN-8,2016-09-07T10:22:49Z,UCZDRK3rbJX7LrKCK8N6yBHQ,Ahzee ft. RVRY - But A Lie (Official Video) TETA,"המפיק הבלגי Ahzee שחתום על שורת להיטי ענק בEDM ביניהם Born Again', 'Drums', 'Burn It Down', 'King' חובר לווקאליסטית RVRY וחוזר עם סינגל חדש ידידותי לרדיו עם כוון ...",TETA Records,2016-09-07T10:22:49Z
JdNCOA-b7h6n-QCJfX8llvOc1cU,Vz31u3METFE,2020-04-11T14:00:08Z,UCp1rzQ7ggy7yYzDC8tg2Seg,Garmi Vs Bomb a drop Vs Neverland remix { DJ Thunderhead }  (Official video song ),"Like, share and subscribe. #DjThunderhead.",DJ Thunderhead,2020-04-11T14:00:08Z
_0LdDTuFOEW7DtalmgTQKd75dzU,9fcJ4JrEp0E,2016-05-20T12:21:49Z,UC38eJY6IITDC6gOcfHLeIDw,Eme-A Project - Timeline (Official Music Video),"Algunas de nuestras experiencias vividas en Mallorca junto a Hector Muñoz, un gran compañero de aventuras. FREE DOWNLOAD: ...",Eme-A Project,2016-05-20T12:21:49Z
oEd3CyPyr1bduvNZs3MfMKPxj0k,H-yv8lAd5pM,2021-02-23T03:32:27Z,UCngZQr7fGs8FIcEXhqh7DUw,Maxx  Get A Way Official Video 2021,"Maxx was a mid-90's German Eurodance project that had major, international success in 1993-1994. (p) High Fashion Music #maxx​ #maxxmusic90s​ ...",Diego ale Gio,2021-02-23T03:32:27Z
KbodOaek38Huu__WqvJsvp31Ucw,QzvWz4nYd8g,2020-12-26T00:00:11Z,UCOZdUhdM-aIeZGwOCObG4cg,B . A . D  x  Panterablanca ~ Solita  (Official Video) (Prod.matiasgabbana),SOLITA B . A . D AGRADECIMIENTOS Bailarinas: Pinkcats https://www.instagram.com/pinkcatsdanceteam/ Actriz: Laura Santos ...,B.A.D,2020-12-26T00:00:11Z
EHgN2F6aLKIcGkm2CFGX28SMy_o,j9-PMmfjHyo,2012-10-01T20:00:44Z,UCkwd_vj1Pq-yHNtsS5Tw_mA,YONAS - &quot;Don&#39;t Give A Damn&quot; (Official Video) Now on iTunes,#YONAS #TheTransition New album available EVERYWHERE: https://onerpm.lnk.to/AboutTime Instagram: @iamyonas Snapchat: @itsyonas ...,YONAS,2012-10-01T20:00:44Z
vxwRzrIXwBsMzHGlJlNWCwcY5V0,zhqMZzfkQCk,2021-06-04T07:11:06Z,UC_PUb6n4wuM0DDFcE78po7Q,Life Is A Game - (Official Music Video),"Hello, LEGION OF GAMERS.. Whats Up?!? Its Me, @Razor_YT3 Here, Back With Another New Video... This Time Its: A Music Video Thanks For Watching!",Razorex Music,2021-06-04T07:11:06Z
5HUjvi1gmYzPK1V0xTotPKakhck,eptxvC0I_Y4,2019-12-02T16:00:11Z,UClQqq-svZ5I1EZcBus9mUDQ,Playzy - Its a house party (Official video),Esta cancion la hice hace mucho y estoy muy feliz por que por fin esta terminada y el video quedo genial espero les guste el trabajo duro que estado haciendo ...,Playzy,2019-12-02T16:00:11Z
Amh-2dP7LjTYL8I3GrTEw6YA9Xw,hVnEHPHpwLI,2015-05-21T20:50:56Z,UCUvZUti4hFGHkYvVL1-nWXQ,Once A Tree - Howling (Official Video),Download / Stream Debut Album 'Phoenix' http://smarturl.it/onceatree_phoenix Directed by ONCE A TREE • • • • • • • • • • • • • • • • • • • Produced by Mad Ruk Ent.,ONCE A TREE,2015-05-21T20:50:56Z
rkNjby99qlaUZwSe7bUkEwzIK2A,U5z8ONuMmOU,2015-10-23T03:59:00Z,UC6crRnJ4IoUJPfdQSt60OWQ,Lemaitre - Closer ft. Jennie A. (Official Video),Music video by Lemaitre performing Closer. (C) 2015 Astralwerks http://vevo.ly/ozT9pY #Lemaitre #Closer #Vevo.,LemaitreVEVO,2015-10-23T03:59:00Z
6QNJGE6EFsZ-tXEIjuF96Ws5U1s,6R_qfg5e1mo,2021-05-20T15:13:22Z,UCAVHjZjlX0rs64wBLoXfYCw,Bella Poarch - Build - A - Beb ( Official Music Video ) 2021,"If You Enjoy With Music Video - Please Not Forget Subscribe And Like Deep Feelings Mix | Deep House, Vocal House, Nu Disco, Night Traffic Hip Hop Jazz ...",ZGA Music HD,2021-05-20T15:13:22Z
GuVF_1tfm681fRlSn7JHlGReTb4,0dqcRIOGLxs,2016-04-08T15:23:41Z,UC4rasfm9J-X4jNl9SvXp8xA,Claire Guerreso &amp; Deepend - I&#39;m Just a Skipping Stone (Official Video),"Ultra Music is an American independent electronic music record label based in New York City. Ultra's current roster includes Benny Benassi, Steve Aoki, Kygo, ...",Ultra Music,2016-04-08T15:23:41Z
0gj7DjOklrYJDXDPl-YtQvOMjwE,CT8sIh0L2wg,2020-09-25T19:55:57Z,UCWeVvLJR6NKf2hTdXta9m9w,SandroniX - Rhythm Is A Dancer (Official Video),"Produced and mixed by SandroniX All rights reserved. ℗ & © 2020 SandroniX Music Written by: Benito Benites, John “Virgo” Garett III, Thea Austin Warner ...",SandroniX,2020-09-25T19:55:57Z
KlJUvx5ZvEO5c0ykgTr13aj0FPE,to47tn5Uww8,2021-02-26T14:53:54Z,UCcWtkDdbBY9KAwf2nXw3tBw,Human Without A Name - Freedom (Official Music Video),For me the past and the future are not as important as the present moment itself. Eckhart Tolle's book “The Power Of Now” is life-changing for me and inspired ...,Human Without A Name,2021-02-26T14:53:54Z
XhSkZcyafwzT_Ga5wqSpXsbIIg0,9mhgIazpH5o,2016-07-22T15:00:01Z,UCGZXYc32ri4D0gSLPf2pZXQ,Julian Jordan feat. Ruby Prophet - A Thousand Miles (Official Music Video),A journey of 'A Thousand Miles' begins with a single step and Julian Jordan lets this main stage slammer kick-start his biggest adventure yet. Premiered ...,Armada Music,2016-07-22T15:00:01Z
764Z_XhRVUCBVrrIs4aMA4qtQuc,HB8VNjkctcw,2019-06-30T21:18:15Z,UC5VkauXa8-RLqOY6kytsNNQ,█▬█ █ ▀█▀ Papp Dávid Szól a zene (Official Music Video) 📽🎤🎬,"HD minőségben is :) Rendeljen meg fesztiválra, falunapra,bálokra, céges rendezvényekre. Műsorrendeles: +3630/360-8531 Menedzser: +3630/175-3607 ...",Papp Dávid Official Music,2019-06-30T21:18:15Z
NfC1tl7_kjm1ura2tVXZL3zMg2Y,fo1tHcav6Y4,2020-01-31T08:00:07Z,UCpy19hg0SufHx_V_EINU1Dg,NightmareNate- Battle Against A True Hero Synthwave Remix (Official Video),I'm baaaack... STAY CONNECTED Follow my Twitch: https://www.twitch.tv/thenightmarenate Follow my SoundCloud: https://soundcloud.com/nightmarenate Join ...,NightmareNate,2020-01-31T08:00:07Z
67GQnEI-gPjHgJJp1AXAenyfWAw,XcIaeyoqkYw,2019-05-21T03:06:08Z,UC6zN-VHBZcv-qjG9_VPRVBg,Spittlez  &quot; Good Vibes Only&quot; Official Video Produced by Triple A,Check out the latest video from Spittlez produced by multi platinum/gold producer Triple A . Shot by We Out Here Entertainment and Edited b Emoe Tvee.,Spitfire Ent,2019-05-21T03:06:08Z
KXiX-UkDefHqXnz4ZwuAau3OIqA,Bsx4HyC1xg8,2018-12-12T11:01:15Z,UCQ7tR4OPQhHsti4QltjAopA,Nelly - Just a Dream (Party Girls Remix) by Moonshotz | Official Video #enjoymusic,This is the Moonshotz Remix of Nelly´s Just a Dream. Featuring lot´s of beautiful Girls partying at the club. A Night to remember at the Nightclub. Only with the ...,Moonshotz,2018-12-12T11:01:15Z
TtOq7Iup0SsjyjZD5o4Y_ZIaJXY,aTspg-1papg,2014-07-01T22:50:52Z,UCQvqOKfDfawUFAc5RDZbZ_w,Bulls &amp; Goat - Vamos A La Playa (official video),Bulls & Goat - Vamos A La Playa (official video) out: 08/07/2014 Licensing & booking: info@bitrecords.it web: http://www.bitrecords.it Facebook: ...,BitRecordsItaly,2014-07-01T22:50:52Z
EFS9SVyv2a287FOknpSIwyuh7wM,n9vdiUxuFlk,2021-01-29T11:45:42Z,UCcu0BTMzf6vYhfSVAECmR4Q,Haami Jitnechhau | Official Video | a AsoqPathak Vision,Vocals - Written and Performed by - Pradeep Bastola Beat Produced and Arranged by: Girish Khatiwada Guitars by: Nixon Maharjan Mixed and Mastered by ...,Girish Khatiwada,2021-01-29T11:45:42Z
4Wgv1s-Hg_iuz4a3JErOBFEZ3dE,SijdirjvArM,2020-02-28T16:06:43Z,UC1CZwydoFYLjDmOXyvbeBhA,Tenaj ft. Ropatt- Don&#39;t Give A (Official Video) [POP Music],edm #dancemusic #popmusic Dance music mix with Pop. If thats your thing check it out. Please subscribe/share. Singer/Songwriter: Tenaj / Myah Marie Music ...,Tenaj,2020-02-28T16:06:43Z
5rCKsYbuExgzlGA6RQE16l57aHg,SX8N2KGpGBw,2013-02-27T09:09:21Z,UC_MsAEyTYUBfxp9j1XwMhMw,Rodriguez Feat. Ander &amp; Rossi - No Voy A Llorar (Official Video),Escucha / Descarga / Download el tema No Voy A Llorar de Rodriguez Feat. Ander & Rossi en: Spotify: http://spoti.fi/2mF1Auy iTunes: http://apple.co/2mADCQN ...,Blanco y Negro Music,2013-02-27T09:09:21Z
v4iiPiCKmlbXGkdEAZG4dprfWhI,poW2feYxY2E,2021-05-07T08:00:28Z,UCcBDHHVSaUeydWD-nNXia_A,Gyradix - Ven a Bailar Conmigo (Official Video),"Blanco y Negro Music is the leading dance music record company in Spain, welcome to the official YouTube home page for non stop dance!! Blanco y Negro ...",Yourban Music,2021-05-07T08:00:28Z
CHRPgm7TAaZrbtCxvy1Oa5KJo8A,Oj0MBeeKNaU,2017-05-01T20:20:52Z,UClYJxeXHt5TYlMZPAOI0rew,A-Leo - Eyes Wide Open ft. Farzan Archer (Official Music Video),"Eyes Wide Open : Electro House, HipHop, EDM -------------- Follow A-Leo online: Instagram: https://www.instagram.com/aleosound Facebook: ...",A -LEO,2017-05-01T20:20:52Z
TCbfkF87JE8yaNcCkz57dF2HOi4,Dq2AhZNWH68,2013-09-03T12:50:46Z,UCywXrlx19pkiracVNCUXRDg,Vieli Vell ft. Baby Brown - I need a bitch (Official Video),Licensing Contact: www.facebook.com/Andorfine.Music.,Andorfine,2013-09-03T12:50:46Z
Kv2IWzhtcKpnaLzPd7_FBJXGmE8,FLKy__YqxOk,2014-09-23T11:30:02Z,UC_MsAEyTYUBfxp9j1XwMhMw,Borja Rubio Feat. Diego A. - No Te Vayas (Official Video),Escucha / Descarga / Download el tema No Te Vayas de Borja Rubio Feat. Diego A. en: Spotify: http://spoti.fi/2mamtKv iTunes: http://apple.co/2lKByXb Google ...,Blanco y Negro Music,2014-09-23T11:30:02Z
JLfoDNHDEoRJEGl7x85Lc4G41Kc,5KhwPMbtV-E,2015-05-11T14:00:01Z,UCpDJl2EmP7Oh90Vylx0dZtA,My Digital Enemy - On A Ragga Tip (Official Music Video),"Classic moves from Brighton mavericks My Digital Enemy, taking on one of ragga's most famous vocal samples. In their hands the vibe transforms in a cool, bass ...",Spinnin' Records,2015-05-11T14:00:01Z
DhQYE2khmL4igiGUCGRdmzFvAsg,NTxuqrp48dM,2020-09-02T13:23:51Z,UC-sFKwIOahxSl_zZGNISL1Q,Jey Cordz - Just A Nightmare [Official Video],"Finally it is done. I think this song is one of my best so far! What is your opinion about it? Have a nice day! If you want to support me, subscribe to my Youtube ...",Jey Cordz,2020-09-02T13:23:51Z
SZpybH7xv8GavcSe3yXxTuJANf4,K1NMRKdECOo,2021-01-03T10:46:01Z,UCAFciD956EzLCCWlCYkyBkw,Safar - A Love Trip | Official Music Video | Himanshu Jain &amp; Umesh Bhardwaj | Lofi Mix,safar #safaralovetrip #himanshujain #lofimix #lofibollywood #roadtripsong Safar A love trip A solo trip song with a tingly-all-over feeling of love at the end is an ...,Himanshu Jain,2021-01-03T10:46:01Z
1RA3AgwAKEgwAOpNfn7iMSeq72c,nDfTdm8gRmI,2020-06-08T22:59:22Z,UCLhK5MQy0d7zWb-AFKvWr7Q,"(Remix)Love Letter  This Video Is A Official Video, Uploded By SKM SERIES  ROSHAN AJMER","DJ# ROSHAN #AJMER This Video Is A Official Video, Uploded By SKM SERIES ROSHAN AJMER कृपया ध्यान दे मेरे चैनल को SUBSCRIBE करने के ...",SKM SERIES,2020-06-08T22:59:22Z
MaymYpebxhG7KYpKoOXto-c9mcE,dX0BulbfbeY,2015-09-04T11:18:39Z,UCiu2v3qCcbHI7sXsX4rPsXA,dJJ - &#39;just a lil&#39; (Official Video),"Whoah! We're going to Ibiza. Well, west Wales. dJJ has spent 2015 proving that DIY house music can be unpretentious, unflashy and tons of fun without ...",FACTmagazine,2015-09-04T11:18:39Z
7zkbrvshT2wcsicMV-sJadPLvkc,x6ZRQx-1vic,2019-01-14T15:07:08Z,UCjtfS7xIyQ1KUnjTYecSTGQ,Factory-A - Game Is Not Over (Official Video),Aquí llega nuestro primer tema en solitario con videoclip! Hemos trabajado muchisimo en este Proyecto y todo ha ido a nuestro cargo incluyendo la edición del ...,Factory-A,2019-01-14T15:07:08Z
YJGn6Yo8Ga94513fWg0d-fzCnE0,jnwDkVo6DxA,2019-09-20T14:00:11Z,UCO59y9XJIJZS5i86lUOvMGA,"Tiësto, Mabel - God Is A Dancer (Official Video)",Lyrics: God is a dancer Yeah I heard on the radio That she always go harder 'Cause she keeping you on your toes And she's perfectly focused She's lost in the ...,TiestoVEVO,2019-09-20T14:00:11Z
